datetime,business date,date,time,open,high,low,close,volume
2025-04-17 14:06:00,2025-04-17,2025-04-17,14:06:00,21266.93,21279.23,21266.93,21277.7,26169020
2025-04-17 14:07:00,2025-04-17,2025-04-17,14:07:00,21281.17,21298.17,21276.7,21296.98,30343767
2025-04-17 14:08:00,2025-04-17,2025-04-17,14:08:00,21298.01,21317.06,21295.71,21317.06,39088190
2025-04-17 14:09:00,2025-04-17,2025-04-17,14:09:00,21316.19,21326.4,21316.1,21324.13,35382287
2025-04-17 14:10:00,2025-04-17,2025-04-17,14:10:00,21325.89,21335.73,21325.89,21335.73,26507012
2025-04-17 14:11:00,2025-04-17,2025-04-17,14:11:00,21325.26,21337.47,21325.26,21335.38,25500158
2025-04-17 14:12:00,2025-04-17,2025-04-17,14:12:00,21333.57,21342.99,21328.96,21341.21,38063141
2025-04-17 14:13:00,2025-04-17,2025-04-17,14:13:00,21342.29,21353.8,21342.29,21350.84,31038403
2025-04-17 14:14:00,2025-04-17,2025-04-17,14:14:00,21350.24,21357.39,21350.24,21355.4,33212157
2025-04-17 14:15:00,2025-04-17,2025-04-17,14:15:00,21357.53,21363.67,21353.76,21363.67,25509893
2025-04-17 14:16:00,2025-04-17,2025-04-17,14:16:00,21353.43,21373.67,21353.43,21361.48,44851932
2025-04-17 14:17:00,2025-04-17,2025-04-17,14:17:00,21365.87,21365.87,21351.36,21351.36,23088377
2025-04-17 14:18:00,2025-04-17,2025-04-17,14:18:00,21352.07,21357.66,21350.3,21355.83,19677021
2025-04-17 14:19:00,2025-04-17,2025-04-17,14:19:00,21355.37,21358.54,21346.29,21348.16,24814282
2025-04-17 14:20:00,2025-04-17,2025-04-17,14:20:00,21347.49,21349.52,21337.87,21337.87,18961712
2025-04-17 14:21:00,2025-04-17,2025-04-17,14:21:00,21332.91,21345.94,21332.91,21343.01,22361035
2025-04-17 14:22:00,2025-04-17,2025-04-17,14:22:00,21342.64,21348.95,21337.28,21347.51,23675342
2025-04-17 14:23:00,2025-04-17,2025-04-17,14:23:00,21346.71,21350.47,21342.26,21349.92,28741173
2025-04-17 14:24:00,2025-04-17,2025-04-17,14:24:00,21348.81,21352.47,21340.61,21345.23,22436189
2025-04-17 14:25:00,2025-04-17,2025-04-17,14:25:00,21342.19,21344.29,21334.02,21334.02,23764612
